taxonomy_id,phylum,class,order,family,genus,species,strain,Gram.stain,genome_size,,,
1218356,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci WS/RT/E30,negative,1148342,,,
1218357,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci M56,negative,1168938,,,
1218358,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci WC,negative,1179818,,,
1218493,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kullabergensis,Lactobacillus kullabergensis,positive,2068661,,,
1218494,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis,Lactobacillus helsingborgensis,positive,2020254,,,
1218495,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,Apilactobacillus apinorum,NA,positive,1460240,,,
1218801,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia antarctica,Kordia antarctica,negative,5500985,,,
1218933,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,Pectobacterium carotovorum subsp. carotovorum PCC21,negative,4842771,,,
1219032,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas terrigena,NA,negative,4673011,,,
1219035,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Caenibius,Caenibius tardaugens,Caenibius tardaugens NBRC 16725,negative,4358096,,,
1219058,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingopyxidaceae,Sphingopyxis,Sphingopyxis terrae,Sphingopyxis terrae subsp. terrae NBRC 15098,negative,3983415,,,
1219061,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,Vibrio vulnificus NBRC 15645 = ATCC 27562,negative,5007160,,,
1219067,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,negative,5141250,,,
1219076,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,Vibrio alginolyticus NBRC 15630 = ATCC 17749,negative,5146637,,,
1219375,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas cassavae,Xanthomonas cassavae CFBP 4642,negative,5270756,,,
1219491,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura sp. WMMB 499,Actinomadura sp. WMMB 499,positive,9187113,,,
122,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,Gimesia maris,negative,7626893,,,
1220027,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. malvacearum X18,negative,4991917,,,
1220028,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. malvacearum X20,negative,5217699,,,
1220533,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis QB928,positive,4146839,,,
1220542,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Rhagoletis cingulata,NA,negative,1540324.5,,,
1220595,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus kaustophilus,Geobacillus kaustophilus NBRC 102445,positive,3670957,,,
1221328,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis subsp. subtilis str. AG1839,positive,4193640,,,
1221500,Bacillota,Bacilli,Bacillales,Fictibacillaceae,Fictibacillus,Fictibacillus phosphorivorans,Fictibacillus phosphorivorans,positive,4050808,,,
1221522,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,Pseudomonas fluorescens NCIMB 11764,negative,6998154,,,
1221524,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei,Amycolatopsis mediterranei RB,positive,10246864,,,
1221877,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci 01DC12,negative,1178564,,,
1222016,Bacillota,-,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor changbaiensis,Caldicellulosiruptor changbaiensis,positive,2905633,,,
1222034,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica,Mannheimia haemolytica USDA-ARS-USMARC-184,negative,2524779,,,
1223503,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus,Parageobacillus toebii,Parageobacillus toebii NBRC 107807,positive,3286934.5,,,
1223515,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium humireducens,Corynebacterium humireducens NBRC 106098 = DSM 45392,positive,2651523.5,,,
1223523,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces mobaraensis,Streptomyces mobaraensis NBRC 13819 = DSM 40847,positive,7574085,,,
122355,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas psychrophila,Pseudomonas psychrophila,negative,5365434,,,
1223565,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Pop5,Rhizobium sp. Pop5,negative,6742135,,,
1223566,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. CCGE-LA001,Bradyrhizobium sp. CCGE-LA001,negative,7833499,,,
1223568,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dianthicola,Dickeya dianthicola NCPPB 453,negative,4676060,,,
1223569,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,Dickeya chrysanthemi NCPPB 402,negative,4700353,,,
1223570,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dianthicola,Dickeya dianthicola NCPPB 3534,negative,4867392,,,
1223571,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,Dickeya chrysanthemi NCPPB 516,negative,4617243,,,
1223572,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii NCPPB 898,negative,4937637,,,
1223573,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae NCPPB 2538,negative,4563790,,,
1223574,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii subsp. dieffenbachiae NCPPB 2976,negative,4817532,,,
122358,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes ianthinogenes,Actinoplanes ianthinogenes,positive,10005106,,,
1223802,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea,Sulfuritalea hydrogenivorans,Sulfuritalea hydrogenivorans sk43H,negative,3802648,,,
1224144,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp. CSL RW240,Dickeya sp. CSL RW240,negative,4386617,,,
1224145,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp. MK7,Dickeya sp. MK7,negative,4931396,,,
1224146,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae NCPPB 3531,negative,4625858,,,
1224147,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae NCPPB 3532,negative,4557062,,,
1224148,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,Dickeya chrysanthemi NCPPB 3533,negative,4730712,,,
1224149,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,Dickeya dadantii NCPPB 3537,negative,4808448,,,
1224150,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Musicola,Musicola paradisiaca,Musicola paradisiaca NCPPB 2511,negative,4631867,,,
1224151,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani MK10,negative,4935237,,,
1224152,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani MK16,negative,4870382,,,
1224153,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae MK19,negative,4672151,,,
1224154,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,Vibrio cholerae O1 str. Inaba G4222,negative,4202811,,,
1224162,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium marinum,Corynebacterium marinum DSM 44953,positive,2729219,,,
1224163,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium maris,Corynebacterium maris DSM 45190,positive,2833547,,,
1224164,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium vitaeruminis,Corynebacterium vitaeruminis DSM 20294,positive,2931780,,,
1224742,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920,negative,5116899,,,
1224749,Bacillota,Bacilli,Bacillales,-,Exiguobacterium,Exiguobacterium sp. ZWU0009,Exiguobacterium sp. ZWU0009,positive,3250203,,,
1225128,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Sediminicoccus,Sediminicoccus rosea,Sediminicoccus rosea,negative,5138361,,,
1225174,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonas mendocina,Pseudomonas mendocina S5.2,negative,5372474,,,
1225179,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,Bartonella quintana RM-11,negative,1587646,,,
1225181,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae KPNIH24,negative,5734564,,,
1225197,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,Streptococcus mutans B04Sm5,positive,2011542,,,
1225337,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. PVA_94-07,Streptomyces sp. PVA_94-07,positive,7106149,,,
1225522,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Gallinarum/Pullorum str. CDC1983-67,negative,4623089,,,
1225769,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Paludibacterium paludis,Paludibacterium paludis,negative,4069732,,,
1225780,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dianthicola,Dickeya dianthicola IPO 980,negative,4840931,,,
1225785,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya sp. DW 0440,Dickeya sp. DW 0440,negative,4341937,,,
1225786,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani IPO 2222,negative,4893545.5,,,
1225788,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,Bacillus velezensis AS43.3,positive,4012221,,,
122586,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis MC58,negative,2272360,,,
122587,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,Neisseria meningitidis Z2491,negative,2184406,,,
1226343,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dianthicola,Dickeya dianthicola GBBC 2039,negative,4798242,,,
1226344,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani GBBC 2040,negative,4860047,,,
1226680,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,NA,negative,5511600,,,
1226751,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium monacense,Mycolicibacterium monacense DSM 44395,positive,6019539,,,
1226752,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium holsaticum,NA,positive,5623699.5,,,
1226753,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium mucogenicum,Mycolicibacterium mucogenicum DSM 44124,positive,6099273,,,
1226757,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces rapamycinicus,Streptomyces rapamycinicus NRRL 5491,positive,12703671,,,
1226968,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum humicireducens,Azospirillum humicireducens,negative,6862695,,,
1227739,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter swuensis,Hymenobacter swuensis DY53,negative,5252070,,,
1227812,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,Piscirickettsia salmonis LF-89 = ATCC VR-1361,negative,3268312,,,
1228987,Cyanobacteriota,-,-,-,-,cyanobacterium endosymbiont of Epithemia turgida,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko,negative,2794318,,,
1228997,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,Riemerella anatipestifer RA-CH-1,negative,2309519,,,
1229164,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomicrobiaceae,Sphingomicrobium,Sphingomicrobium flavum,Sphingomicrobium flavum,negative,2339871,,,
1229205,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phenoliruptrix,Paraburkholderia phenoliruptrix BR3459a,negative,7651131,,,
1229492,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus 08BA02176,positive,2782313,,,
1229512,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium cuenoti,Blattabacterium cuenoti BPAA,negative,632490,,,
1229621,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,Anaerostipes rhamnosivorans,positive,3588860,,,
1229671,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,Mycobacterium avium subsp. hominissuis TH135,positive,5145928,,,
1229726,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Christiangramia,Christiangramia flava,Gramella flava JLT2011,negative,4007868,,,
1229727,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Salipiger,Salipiger profundus,Salipiger profundus,negative,5244280,,,
1229756,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc gelidum,Leuconostoc gelidum JB7,positive,1893499,,,
1229758,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc carnosum,Leuconostoc carnosum JB16,positive,1773468,,,
1229785,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei BPC006,negative,7155061,,,
1229831,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia avium,Chlamydia avium 10DC88,negative,1048269,,,
1230340,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes serotype 4b str. LL195,positive,2904662,,,
1230341,Bacillota,Bacilli,Bacillales,Bacillaceae,Salimicrobium,Salimicrobium jeotgali,Salimicrobium jeotgali,positive,2681119,,,
1230533,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea piscium,NA,negative,3963709,,,
1230587,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,Sinorhizobium meliloti Rm41,negative,7149690,,,
1231049,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus endosymbiont of Aphis craccivora,Arsenophonus endosymbiont of Aphis craccivora,negative,2424437,,,
1231063,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium gorillae,NA,positive,4108509.5,,,
1231376,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis,NA,negative,2200311,,,
1231624,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia,Asaia bogorensis,Asaia bogorensis NBRC 16594,negative,3198265,,,
1231626,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Encarsia pergandiella,Cardinium endosymbiont cEper1 of Encarsia pergandiella,negative,944930,,,
1231719,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori A45,negative,1673791,,,
1231725,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani D s0432-1,negative,4919812,,,
123214,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella,Persephonella marina,Persephonella marina EX-H1,negative,1983966,,,
1232381,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Corynebacterium glutamicum SCgG1,positive,3350620,,,
1232383,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Corynebacterium glutamicum SCgG2,positive,3350619,,,
1232384,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Corynebacterium glutamicum ZL-6,positive,3332458,,,
1232385,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,[Brevibacterium] flavum,[Brevibacterium] flavum ZL-1,positive,3340941,,,
1232394,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella tularensis,NA,negative,1886888,,,
1232427,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ihumii,Corynebacterium ihumii,positive,2269653.5,,,
1232428,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera massiliensis,Megasphaera massiliensis,negative,2607353,,,
1232430,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,Nosocomiicoccus massiliensis,NA,positive,1600186.5,,,
1232554,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis subsp. subtilis str. JH642 substr. AG174,positive,4188369,,,
1232575,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferridurans,Acidithiobacillus ferridurans,negative,3017798,,,
1232659,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,Haemophilus influenzae 2019,negative,1969659,,,
1232667,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp. 7D-2,Comamonas sp. 7D-2,negative,5459409,,,
1232724,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare,Mycobacterium intracellulare subsp. intracellulare MTCC 9506,positive,5589007,,,
1233100,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,Bacillus subtilis XF-1,positive,4061186,,,
1233113,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Niveispirillum,Niveispirillum fermenti,NA,negative,5929833.5,,,
123320,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Okibacterium,Okibacterium fritillariae,NA,positive,3146403.5,,,
1233262,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides pneumoniae,Mycoplasma pneumoniae PO1,negative,817216,,,
1233873,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus sp. GHH01,Geobacillus sp. GHH01,positive,3583134,,,
1234143,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas euniceicola,NA,negative,6517136,,,
1234365,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Rif1,negative,1667883,,,
1234367,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum,Chlamydia pecorum PV3056/3,negative,1104552,,,
1234368,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum,Chlamydia pecorum W73,negative,1106534,,,
1234369,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum,Chlamydia pecorum P787,negative,1106409,,,
1234378,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia intracellularis,Lawsonia intracellularis N343,negative,1719192,,,
1234380,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes C1,positive,2519002,,,
1234596,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella garinii,NA,negative,902789,,,
1234600,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter pylori Rif2,negative,1667890,,,
1234603,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Moranella,Candidatus Moranella endobia,Candidatus Moranella endobia PCVAL,negative,538203,,,
1234662,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Yersinia pestis subsp. pestis bv. Medievalis,negative,4783760,,,
1234679,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum LMA28,positive,3650416,,,
1234680,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus rubneri,Streptococcus rubneri,positive,2157038,,,
1234841,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter xinganensis,Mucilaginibacter xinganensis,negative,5301339,,,
1235283,Pseudomonadota,Gammaproteobacteria,-,-,-,Abyssogena phaseoliformis symbiont,Abyssogena phaseoliformis symbiont OG214,negative,1542177,,,
1235284,Pseudomonadota,Gammaproteobacteria,-,-,-,Isorropodon fossajaponicum symbiont,Isorropodon fossajaponicum endosymbiont JTNG4,negative,1447997,,,
1235441,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Nocardiopsis,Nocardiopsis gilva,Nocardiopsis gilva YIM 90087,positive,6142152,,,
1235461,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,Sinorhizobium meliloti GR4,negative,7141709,,,
1235591,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,-,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,Pseudorhodoplanes sinuspersici,negative,5971615,,,
1235801,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus murinus,Ligilactobacillus murinus ASF361,positive,2237771,,,
1235827,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum rubrisubalbicans,Herbaspirillum rubrisubalbicans Os34,negative,6122717,,,
1235829,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,Streptococcus pyogenes A20,positive,1837281,,,
1235834,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sacchari,Kosakonia sacchari SP1,negative,4902027,,,
1235990,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Candidatus Pantoea carbekii,Candidatus Pantoea carbekii,negative,1196948,,,
1236046,Thermotogota,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,Mesotoga infera,Mesotoga infera,negative,2965660,,,
1236179,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. B9-8,Janthinobacterium sp. B9-8,negative,4726850,,,
1236517,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella fusca,Prevotella fusca JCM 17724,negative,3261797,,,
1236518,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella scopos,Prevotella scopos JCM 17725,negative,3303745,,,
1236608,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis BBH18,negative,1863286,,,
1236904,Mycoplasmatota,-,Mycoplasmoidales,Mycoplasmoidaceae,Mycoplasmoides,Mycoplasmoides pneumoniae,Mycoplasma pneumoniae PI 1428,negative,816496,,,
1236908,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila simulans,Wolbachia endosymbiont of Drosophila simulans wNo,negative,1301823,,,
1236909,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila simulans,Wolbachia endosymbiont of Drosophila simulans wHa,negative,1295804,,,
1238,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,Piscirickettsia salmonis,Piscirickettsia salmonis,negative,3483349,,,
123812,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,Pasteurella multocida subsp. gallicida,negative,2358201.5,,,
